UserId,HiredForJobId,Skills,UsersPosition,EnglishLevel,YearsOfExperience
637770,1289,"ruby on rails, go lang, scrum, python, spring, scala, spring mvc, spring boot, hadoop, spring security, spring data, spark, spark-sql, spring integration, scea, scmad, scbcd, scwcd, scjp, sqoop, java, agile methodologies, ant, customer service, design patterns, eclipse, ejb, esb, flexbox, hibernate, j2ee, j2me, j2se, jboss application server, jms, jpa, jsf, jsp, junit, leadership, maven, microsoft office, pl/sql, postgresql, process improvement, programming, rup, servlets, soa, sql, struts, subversion, sun certified java programmer, tomcat, uml, web services",Software Engineer,3,7
696439,1289,"goal oriented, java, javascript, databases, jquery, hibernate, typescript, sqlite, ec2, full stack, git, jenkins, xen, tomcat, jboss, jetty, ruby on rails, django, c, dojo, project management, team leadership, scala, groovy, postgresql, mysql, sql server, ionic framework, people management, relational database, rest api, php, api, agile, devops, scrum, saas, robotics, sass, sdlc practices, security and risk management, selenium, shell script, single-­page applications, soap, software architecture, software development, tcp/ip, tech recruiting, telecommunication, telecom networks, test automation, ui, ux, unit testing, web api, windows, wireless, ecmascript, es6, experience working for a startup company, fast learning, linux sysadmin, open source, research, startups, strong communication skills, technical documentations, technical recruitment, testing, continuos deployment, hbase, information security, infrastructure, json, lambda expressions, lamp, leadership, maven, mobile development, mvc, .net, network security, node.js, oop, product launch: planning and execution, qa, quality assurance, sql, html, css, python, continuous integration, continuous delivery, ajax, apache, application security, automation, backend development, bash script, cloud computing, communication, consulting, data analysis, data warehouse, distributed systems development, docker, google cloud, azure, aws, etl, fast paced work experience, flexbox, front end, nosql, nosql databases, jvm, bootstrap, ci/cd automation, cms, design patterns, bi, microservices, angular, linux, mercurial, database design",Senior Software Engineer,3,22
671678,1306,"logo design, adobe illustrator, photoshop, adobe creative suite softwares, branding & identity, photography, ux, wireframe, personas, sketch, google tag manager, google analytics, html, css, javascript, angular, video editing, after effects, business development",Senior UX/UI Designer with 7y experience,4,8
655509,1316,"english, web api, gulp, full stack, c#, mvc 4 & 5, html, .net, react.js, rest api, soap, grunt, webpack, angular, javascript, ASP.Net Core, oracle db, sql server, entity framework, leadership, scrum, kanban, typescript, visual studio, delphi, handlebars, ASP.Net MVC, design patterns",.NET/Fullstack Software Development Lead,4,10
697973,1318,"administrator network, application management, ott, problem solving, engagement, troubleshooting, http, dns",Skilled Engineer looking for new challenges,4,13
680020,1319,"devops, bash script, terraform, ansible, python, database administration, linux, ci/cd automation, kubernetes, docker, amazon ec2, amazon web services, aws, elasticsearch",Lead Devops Engineeer at ARCA Payments,4,4
681068,1319,"ibm bluemix, bind9, kvm, celery, kafka, dc/os, db2, selenium, sonarqube, nexus, websphere application server, jboss, wildfly, go lang, ldap, sso, infrastructure, dns, perl, kubernetes, terraform, ansible, linux, unix, ci/cd automation, deploy, production support, haproxy, nginx, mongodb, python, bash script, flask, vagrant, nagios, protheus, appdynamics, cloud computing, vmware esxi, aix, shell script, openstack, aws, jenkins, rackspace, docker",Devops Architect,3,5
646309,1330,"operating systems, shell script, mysql, automation, mongodb, rds, terraform, microservices, configuration management, continuous delivery, continuos deployment, cloud computing, python, linux, postgresql, apache, docker, ansible, jenkins, devops, dns, bash script, vmware, nagios, tomcat server, nginx, mysql, chef, postfix, haproxy, linux servers administration, scripting, puppet, jboss admin, php, java, git, aws, elasticsearch, elastic beanstalk","DevOps Engineer ",3,10
673900,1335,"agile methodologies, sql query, bdd - behavior-driven development, test planning and test script, kanban, jenkins, selenium, community manager, ctfl foundation, communication, json, events management, uft, volunteer work, testlink, test automation, testing, scrum, quality center, quality assurance, java, cucumber, python, api, rest api, technical documentations",Software QA Engineering,3,8
652031,1340,"android, javascript, html, node.js, react.js, photoshop, php, java, laravel, postgresql, react native, redis, mongodb, vue.js, angular, kotlin",FullStack Developer,3,19
684457,1347,"mongodb, typescript, meteor, websockets, react.js, postgresql, graphql, redux, rest api, stripe, aws, node.js, electron.js, gis, saas, ux, ui, typography, bootstrap, software architecture, software development, javascript",Full-stack Developer / CTO,3,6
638625,1351,"vue.js, javascript, laravel, html, node.js, mongodb, sql server, ionic framework, android, oracle db, react.js, databases, business intelligence, cognos, machine learning, bluemix, php, angular, cordova, redux, react native, typescript, postgresql, docker",Senior Software Engineer,3,17
642824,1351,"cloud computing, spring boot, nosql databases, aws, go lang, sql server, javascript, postgresql, node.js, software development, software engineering, jee, databank modeling, mysql, database design, software architecture, c#, c++, php, java, .net",Software Engineer and Developer,3,10
653822,1351,"wordpress, arduino, ffmpeg, 3d printer, esp8266, iot, jquery ui, project management, rest api, mongodb, mongoose, postman, angular, raspberry pi, node.js, http, sql, ionic framework, jquery, aws, mysql, javascript, php, html, css, facebook graph api, bootstrap, photoshop",Senior Full-Stack Web Developer,3,8
678830,1351,"redis, aws, rest api, soap, json, mysql, elasticsearch, data structures, nginx, node.js, rabbit mq, memcached, sql, bootstrap, jquery, linux, java, relational database, mvc, software development, python, elixir, backend development, clean code, git, tdd, docker, oop, lamp, unit testing, automation, continuous delivery, continuos deployment, ec2, php, testing, symphony, algorithms, apache, postgresql, ci/cd automation, laravel",Web Developer,3,7
684038,1352,"kubernetes, openshift, git, elk stack, ci/cd automation, docker, jenkins, ansible, redis, elasticsearch, devops, aws, c, java, cloud computing, amazon ec2, zabbix, python",Senior DevOps Engineer,3,7
533441,1357,"django, docker, typescript, flask, numpy, pandas, tensorflow, grails, mel scripting, elasticsearch, databases, postgresql, continuos deployment, chef, devops, archlinux, css, nginx, jquery, architecture, budgetary management, teaching, training & mentoring",Senior Developer / CTO,4,9
696183,1357,"javascript, python, java, html, css, sql, mongodb, linux, unix shell scripting, c#, object orientation, rabbitmq, aws, google cloud, ruby on rails",Software Engineer,3,10
696873,1357,"c++, erlang, linux kernel, web development, tcp/ip, embedded linux, node.js, c, network protocols, rest api, hardware, system architect, architectural patterns, python, javascript, telecom networks, voip, test planning and test script, virtualization, cloud computing, distributed systems development",Senior Software Engineer,3,10
685058,1358,"quality assurance, python, selenium, java, pl/sql, planning poker, nosql, rest api, soap, iso 29119, iso 25010, kanban, scrum, etl, project management, quality management, iso 9001",Software Quality Assurance Engineer,3,11
674711,1363,"bitbucket, agile, scrum, confluence, interface tests, qa, bdd - behavior-driven development, cucumber, specflow, continuous integration, junit, agile methodologies, integration test, junit - intermediate, jira, test case, alm, functional testing, test automation, devops, java, jenkins, quality assurance, test design, test link, test management, selenium, uft, appium",Senior Test Delivery Leader and Test Automation,3,12
653602,1364,"redux, sql, javascript, wordpress, html, bootstrap, gulp/grunt, react.js, css, webpack, sass, php, jquery, git",Front End Developer,3,5
683916,1368,"c#, javascript, linux debian, sql, sql server integration server, postgresql, angular, .net, docker, scrum",Software Developer,3,4
699805,1368,"domain drive design, ASP.Net MVC, c#, scrum, sql server, entity framework, visual studio, ddd, unit testing, .net, mvc, agile, git",Software Developer,3,8
683730,1371,"oop, algorithms, postgresql, zend, rest api, javascript, agile, front end, fast learning, continuous integration, continuos deployment, bootstrap, fast paced work experience, android framework, react native, single-­page applications, es6, linux, sql, mysql, travis ci, node.js, android, java, heroku, css, drone, docker, tdd, backend development, python, redux, jquery, github, bitbucket, agile development methodology, react.js, git, git flow, json, xml, nosql, aws, flask, mongodb, sqlite, laravel, training & mentoring, lms, apache, database design, jinja2, sqlalchemy, html, php",Senior Software Engineer,4,4
638045,1373,"nosql, nosql databases, microservices, docker, full stack, agile, continuous integration, mongodb, kafka, redis, jsp, spring, spring mvc, spring boot, jpa, android, sql, javascript, python, linux, c++, microsoft office, html, postgresql, hibernate, css, rest api, tomcat, servlets, oracle db, mysql, liferay, google app engine, vba, jetty, microsoft excel, java, git",Java Developer,3,9
639586,1373,"linux, solutions architecture, bootstrap, jira, git, teamcity, continuous integration, unit testing, mockito, coaching, oracle db, team leadership, team management, javascript, html, css, scrum, scrum master certified, mysql, agile, strong communication skills, fast learning, lead developer, clipper, requirements analysis, oop, pl/sql, vb6, oracle forms/reports, c, c#, .net visual basic, asp, .net, communication, problem solving, troubleshooting, websphere application server, websphere mq, java, architecture, training & mentoring, implementation, spring, hibernate, leadership, backend development",I build Trust through Leadership and Code,3,18
680559,1373,"jenkins, rest api, lambda expressions, java, sql server, pl/sql, maven, extjs, javascript, c#, angular, linux, docker, postgresql, oracle db",Senior Software Developer,3,14
637998,1374,"jenkins, webdriver, scrum, html, eclipse, automation, maven, software engineering, soap, jmeter, object orientation, selenium, testlink, css, cucumber, java, javascript, jira, junit, sql server, mochajs, oracle db, quality assurance, react.js, sql, test automation, uml",Test Automation Engineer,3,13
684516,1377,"ajax, codeigniter, jquery, bootstrap, laravel, advpl, html, php, javascript, mysql, sql, progressive web apps",Web Developer,3,3
696593,1389,"es6, linux, redux, ruby on rails, node.js, flutter, ruby, aws, bash script, dart, flutter, google cloud, java, javascript, react.js, vue.js, web development, react native, angular",Software Craftsman,3,5
653361,1404,"redis, mysql, ruby on rails, react.js, javascript, aws, postgresql, c#, python, django",Software Engineer,3,9
666008,1405,"ux, photoshop, sketch, html, microsoft project, react native, invision, javascript, front end, rest api, overflow.io, marvel app, react.js, redux, sass, es6, agile, ilustrator",Front-end software developer,3,5
868605,1416,"python, ruby on rails, vue.js, react.js, react native, redux, swift, mysql, postgresql, redis, aws, google cloud, php, wordpress, typescript, javascript",Full Stack Developer,3,8
699944,1419,"c, c for microcontroller, c++, python, network, linux, git, java, mysql, docker, github, bitbucket, cmake, multithreading",Back-End and System Software Engineer,3,0
714908,1419,"jenkins, shell script, middleware, infrastructure, devops, english, docker",DevOps/Infrastructure specialist,4,4
683056,1423,"python, javascript, ios, oracle db, java, vagrant, linux, ansible, angular, full stack, vue.js, startups, databases, node.js, agile, react.js, fast learning, design thinking, spring, jquery, jsf, actionscript 3, django, arduino, docker, bootstrap, ionic framework, jenkins, php, cobol, cassandra, apache kafka, mongodb, redis, adsupport, android, phonegap, adianti, devops, oracle retail, advertising, biodiesel, credit recovery, prototype, adobe illustrator",Software Consultant,3,12
641851,1428,"jsf, angular, html, css, javascript, git, git flow, scrum, intellij, eclipse, hibernate, akka.net, sbt, maven, npm, rest api, play framework, web development, java, ruby on rails, scala",Senior Fullstack Developer turning ideas into code,4,10
683220,1428,css,Full-stack Software Engineer,4,12
642292,1437,"linux, c++, automation, node.js, perl, embedded devices, rest api, backend development, java",Software Engineer,3,16
682550,1438,"technical architect, azure, gcp, enterprise architecture, software architecture, architecture, angular, product management, python, hadoop, node.js, aws, cloudera, Big Data, ui path, challenge driven, communication, web applications, mobile applications, javascript, react.js, marketing, full stack, support, agile, strategic planning, product launch: planning and execution, product design, saas, databases, startups, cloud computing","Senior Technical Architect and Product Manager ",4,12
678956,1444,"javascript, angular, mongodb, aws, git, react.js, node.js",Software Engineer,4,4
768863,1444,"docker, java, spring boot, mongodb, python, microservices",Software Engineer,3,3
697659,1446,"analytical skills, ci/cd automation, web api, web development, highload, team management, selenium, problem solving, agile, decision making, product analysis, amplitude, mongodb, sql, php, javascript, linux, docker, mysql, html, jira, git, a/b tests, go lang, clickhouse, redis, rabbit mq, node.js, react.js, vue.js, gitlab, kubernetes, css, html, single-­page applications, api, engineer, angular, full stack, nosql, backend development, nosql databases, saas, team leadership, software architecture, unit testing, ios, rust, russian, english, continuos deployment, continuous integration, front end, microservices, aws, data analysis, swift, laravel, oop, rest api, startups, tdd, continuous delivery, git flow, leadership",Senior Software Engineer,3,9
664070,1447,"ios, scrum, software development, objective-c, swift","Senior iOS software engineer ",3,9
656316,1448,"continuous delivery, continuos deployment, agile, oop, database design, spring boot, nosql, apache, tomcat, automated testing, junit, architecture, backend development, json, mongodb, google cloud, java, unit testing, mockito, sql, nosql databases, cloud computing, continuous integration, kafka, confluence, rest api, docker, spring, scrum, cache, git, svn, design patterns, jira, aws, microservices, linux, automation, team leadership, mvc",Software Development Specialist,3,7
638135,1452,"weblogic, postgresql, bootstrap, agile, html, redis, scrum, vue.js, j2ee, cloud computing, elasticsearch, jvm, ci/cd automation, design patterns, rabbit mq, mvc, spring, json, aws, css, mongodb, angular, junit, django, data structures, tdd, graphql, swagger, oracle db, java, git, github, svn, docker, gradle, node.js, rest api, hibernate, react.js, jpa, mysql, microservices",Senior Software Engineer,3,9
684338,1455,"aws, docker, css, go lang, react.js, javascript, node.js, html",Fullstack Developer,4,7
657332,1457,"php, laravel, javascript, html, vue.js, angular, .net, api, leadership, oop, react, java",Software Developer,0,15
679008,1472,"javascript, ruby on rails, react.js, rspec, node.js, redux, express.js","Software Developer, Andela",4,5
641265,1475,"aws, kafka, scrum, javascript, python, html, postgresql, css, docker, ansible, react.js, rest api, hadoop, django, elasticsearch, heroku, celery, flask, spark, redux, es6, jquery, mongodb",Full-Stack Developer,3,8
680294,1476,"numpy, scikit-learn, spark, hadoop, java, j2ee, spring, junit, react.js, kafka, hive, hibernate, machine learning, python, scala, team leadership, cloud computing, sqoop, git, maven, gradle, elasticsearch, jupyter, project lead",Big Data Architect (Hands-on),4,10
670562,1482,"ajax, mysql, mamp, xampp, wamp, lamp, react.js, git, version controll, ionic framework, webpack, gulp, node.js, photoshop, adobe indesign, adobe illustrator, figma, scrum, agile methodologies, angular, rest api, web development, javascript, html, css, wordpress, php, jquery",Front End Developer,3,11
672423,1483,"spring, ionic framework, mvp, ios, android, react native, rxandroid, kotlin, java, unit testing",Mobile Developer,0,3
715733,1499,"react.js, artificial intelligence, machine learning, python, computer vision, continuous integration, continuos deployment, c++, rust, cmake, shell script",Machine Learning & AI Developer,2,7
654187,1500,"javascript, node.js, mongodb, docker, jenkins, react.js, microservices, express.js, full stack, mongoose, angular, mysql",Always willing to learn new technology,3,16
653476,1502,"lamp, visual studio code, sublime text, sublime text 3, node.js, docker, laravel, scrum, javascript, python, linux, html, bootstrap, postgresql, css, data analysis, statistics, business intelligence, photoshop, ilustrator, php, jquery, subversion, zend framework, mysql, gulp, oracle db, jira, soap, agile, agile and kanban process, kanban, sql, yii, vue.js, blade, mvc, netlify, tailwind, scrum fundamentals certified credential, git, nginx, json, ajax, xml, apache","Backend focused web developer, with a Canadian PR ",3,6
635611,1506,"cocoapods, gitlab, mobile application development, javascript, english, json, strong communication skills, algorithms, agile, fast learning, java, rest api, redux, mobile development, git flow, full stack, react.js, swift, objective-c, continuous integration, git, core data services, leadership, xcode, saas, react native","iOS Software Engineer ",3,9
685296,1507,"payments, analysis, analytical and critical thinking skills, leadership, consulting, itil, presentation, pre-sales, selenium, scrum, product launch: planning and execution, sales and client focus, product design, product management, test design, test case, test automation, problem solving, test management, system analysis, unix, qa, development, training & mentoring, iso 8583, relational database, development, marketing, support, application management, agile & waterfall methodologies, transactional systems, saas, client relationship, digital transformation, gis, sql, c",Applications and Digital Product Manager,3,31
683440,1512,"python, html, django, django rest, git, c++, sql, react.js, react native, qt (c/c++), css, angular",Full-stack developer,3,7
679775,1522,"sql, business analysis, tdd, project management professional, product management, scrum master certified, project management, agile methodologies, software engineering, customer relationship",A product is business meeting tech to create value,3,8
699111,1522,"github, docker, ansible, linux, machine learning, nlp, saas, product management, product owner, devops, python, aws, cloud computing, agile & waterfall methodologies, jira, nosql databases, sql","Product Manager ",4,9
713188,1522,"marketing strategy, pricing analysis, product management, product launch: planning and execution, project management, certified product owner",Product Manager - Internet of Things,0,11
771228,1522,"c#, product management, project management, iot, leadership, saas, ios, android, software development, technical skills, agile methodologies, python",MBA + Product + Tech = 5+ years of hands-on produc,3,7
675063,1527,"ruby on rails, html, bootstrap, postgresql, apache, nginx, vue.js, mysql, api, interviews, heroku, rspec, cucumber, digital ocean, haml, shopify, mentoring, spree commerce, trainer, jquery, git, aws, ruby",Full Stack Engineer,4,6
636850,1534,"hadoop, hdf5, spark, elasticsearch, apache spark, flink, jmeter, mockito, hbase, kafka, kotlin, sql, scrum, javascript, python, spring, jsf, hibernate, ejb, jpa, design patterns, svn, tomcat, jenkins, kanban, agile methodologies, spring boot, rest api, spring data, leadership, management, websphere application server, jaxb, jax-rs, jax-ws, object oriented design, html, java, git, agile, eclipse, groovy, java se, jboss, jboss application server, jsp, junit, oracle db, postgresql, subversion, sun certified java programmer, web services","Senior/Lead Software Engineer ",3,14
676634,1536,"html, mvc 4 & 5, sql, kendo (telerik), .net, angular, web api, windows server, web services, typescript, razor mvc, angular js, linq, wpf, mvvm, sql server, c#, angular js, asp.net, angular js","Senior Software Developer ",4,5
677111,1537,"spring, hibernate, java, continuous integration, continuos deployment, kanban, rest api, jfrog artifactory, git, containerization, splunk, hp fortify, spring data, microservices, mockito, dc/os, spring cloud, kubernetes, backend development, spring boot, docker, jenkins, json, agile, tdd, maven, scrum, design patterns, spring mvc","Java  Developer ( J2EE ,Spring, SOA,MicroService)",4,16
685968,1537,"databases, postgresql, hibernate, spring, scala, mongodb, soap, junit, http, elasticsearch, kotlin, java, spring boot, docker, node.js, nosql, git, spring data, spring mvc, sql, rest api, kafka, microservices, spring cloud, unit testing, cassandra, maven, eclipse",Software Engineer,3,8
697897,1537,"docker, jackson, spring data, spring jpa, elasticsearch, nlp, Big Data, cassandra, couchdb, mongodb, java, java server pages, spring boot, apache kafka, spark, hibernate, coffeescript, python, express.js, es6, node.js, mvc, rest api, numpy, pandas, spring, agile, team management, research, zookeeper, git, devops, unix system administration, mysql, agile project management, scrapy, unit testing, web services, continuos deployment, continuous integration, algorithms, team leadership, oop, microservices, backend development, postgresql",Senior Software Developer,3,1
682639,1539,"angular, rest api, aws, css, docker, mongodb, postgresql, redis, javascript, node.js, firebase, algolia, react.js, linux, html, scss, python",Full Stack Software Developer,3,5
664452,1541,"sqlalchemy, tdd, unit testing, react.js, jira, scrum, pyramid, kubernetes, redmine, etl, pentaho, api, rest api, php, python, django, flask, sql, amazon web services, amazon ec2, docker, rancher, celery, mysql, redshift, pentaho data integration, javascript, jquery, devops, scrum master, team leadership, continuous integration, continuous delivery, git, aws, relational database, mongodb, backend development, front end, software developer, software engineering, postgresql, redis, linux, mac os, cloud computing, heroku, web applications, memcached",Software Engineer,3,4
664158,1545,"c++, gitlab, react.js, javascript, gerrit, github, audio editing, continuous delivery, jenkins, audio processing, python, c for microcontroller, c, java, assembly, kanban, scrum, continuous integration, agile methodologies, agile development methodology, agile, x86-64 assembly, linux, agile project management, embedded software, embedded linux, embedded devices, embedded systems, software development, matlab, git, hardware, prototype",Software Developer,3,6
672865,1546,"c++, c#, desktop applications, testing, documentation, good in teamwork, java, c, organizational skills, oracle db, sql, happiness, committed, jira, git, testlink",Experienced C++ Programmer,3,5
670293,1547,"agile methodologies, ant, design patterns, eclipse, ejb, hibernate, ios, java, javascript, jdbc, jsp, mvc, oracle db, requirements analysis, rest api, servlets, soa, software development, spring, sql, struts, tomcat, unix, web services, aws, java sdk 1.5 1.6 1.7 and 1.8, git, backend development, java platform, java 8",Sr. Java Developer|Cert. AWS Solution Architect,3,12
650820,1548,"sass, redux, es6, webpack, javascript, aws, git, rest api, mobile development, test-driven development (tdd), less / sass, dart, amazon web services, graphql, tdd, mochajs, selenium, node.js, react.js, design thinking, css, ux, interface design, creative direction, digital marketing, front end, google analytics, html, information architecture, ios, jquery, json, mobile applications, mobile devices, php, python, user experience, web development, web standards, xml",Head/Lead Technologist and  Full Stack Developer,3,8
